Codigo,Ciudad,Departamento,Barrio,Direccion,Area Terreno,Area Construida,Detalle Disponibilidad,Estrato,Precio,Tipo de Inmueble,Datos Adicionales
18190,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2816,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18191,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2817,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18192,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2818,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18193,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2819,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18194,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2820,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18195,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2821,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18197,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2902,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18198,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2904,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18199,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2905,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18200,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2906,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18201,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2907,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18202,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2908,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18204,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2910,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18205,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2911,0,0,COMERCIALIZABLE,COMERCIAL,175500000000,LOCAL,
18206,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2912,0,0,COMERCIALIZABLE,COMERCIAL,175500000000,LOCAL,
18207,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2913,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18208,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2914,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18209,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2915,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18210,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2916,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18211,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2917,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18212,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2918,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18213,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2920,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18214,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2921,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18215,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A2922,0,0,COMERCIALIZABLE,COMERCIAL,162000000000,LOCAL,
18219,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3005,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18220,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3006,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18221,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3012,0,0,COMERCIALIZABLE,COMERCIAL,175500000000,LOCAL,
18222,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3013,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18223,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3015,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18224,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3016,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18243,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3224,0,0,COMERCIALIZABLE,COMERCIAL,136500000000,LOCAL,
18247,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3231,0,0,COMERCIALIZABLE,COMERCIAL,129720000000,LOCAL,
18250,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3304,0,0,COMERCIALIZABLE,CUATRO,125725000000,LOCAL,
18251,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3305,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18252,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3309,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18253,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3310,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18256,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3403,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18257,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3404,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18258,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3405,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18259,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3406,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18260,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3407,0,0,COMERCIALIZABLE,COMERCIAL,133750000000,LOCAL,
18261,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3410,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18262,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3411,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18263,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3414,0,0,COMERCIALIZABLE,COMERCIAL,132000000000,LOCAL,
18264,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3503,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18265,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3504,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18266,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3505,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18267,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3506,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18268,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3507,0,0,COMERCIALIZABLE,COMERCIAL,133750000000,LOCAL,
18269,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3509,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18270,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3511,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18271,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3512,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18272,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3513,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18273,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3601,0,0,COMERCIALIZABLE,COMERCIAL,186000000000,LOCAL,
18274,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3602,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18275,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3603,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18276,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3604,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18277,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3607,0,0,COMERCIALIZABLE,COMERCIAL,125725000000,LOCAL,
18278,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3803,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18279,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3804,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18280,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3805,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18281,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3806,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18282,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3807,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18283,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3808,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18284,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3809,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18285,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3810,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18286,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3817,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18287,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3818,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18288,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3819,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18289,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3820,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18290,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A3821,0,0,COMERCIALIZABLE,COMERCIAL,201280000000,LOCAL,
18291,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0102,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18292,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0104,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18293,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0106,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18294,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0107,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18295,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0108,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18296,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0110,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18297,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0111,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18298,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0112,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18299,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0113,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18300,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0114,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18305,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0125,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18306,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0126,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18307,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0127,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18308,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0129,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18309,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0131,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18310,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0133,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18311,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0202,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18312,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0206,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18313,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0207,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18314,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0209,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18315,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0211,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18316,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0213,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18317,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0219,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18318,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0228,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18319,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0301,0,0,COMERCIALIZABLE,COMERCIAL,100000000000,LOCAL,
18320,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0303,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18321,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0306,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18322,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0309,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18323,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0310,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18324,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0312,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18325,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0314,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18326,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0315,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18327,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0321,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18328,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0322,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18329,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0323,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
18330,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0324,0,0,COMERCIALIZABLE,COMERCIAL,75000000000,LOCAL,
